collection_no,occurrences.genus_reso,occurrences.genus_name,original.genus_reso,original.genus_name,collections.stage,collections.ma_max,collections.ma_min
16851,cf.,Quadratomus,,Leptotomus,Bartonian,35.7,35.7
16853,,Leptotomus,,,Bartonian,35.7,35.7
16853,,Spurimus,,,Bartonian,35.7,35.7
16853,,Ischyromys,,,Bartonian,35.7,35.7
16853,,Pseudocylindrodon,,,Bartonian,35.7,35.7
16856,,Mytonomys,?,Leptotomus,Bartonian,35.7,35.6
16877,,Litoyoderimys,,,Bartonian,35.7,35.6
16877,,Metanoiamys,,,Bartonian,35.7,35.6
16877,,Protadjidaumo,,,Bartonian,35.7,35.6
16877,,Paradjidaumo,,,Bartonian,35.7,35.6
16877,,Griphomys,,,Bartonian,35.7,35.6
16881,,Ischyromys,,,Priabonian,35.7,35.6
16884,,Leptotomus,,,Bartonian,35.7,35.6
16884,,Spurimus,,,Bartonian,35.7,35.6
16884,,Ischyromys,,,Bartonian,35.7,35.6
16884,,Pseudocylindrodon,,,Bartonian,35.7,35.6
16884,,Microparamys,,Sciuravus,Bartonian,35.7,35.6
16885,,Ischyromys,,,Priabonian,35.7,35.6
16888,,Ardynomys,,,Priabonian,35.7,35.6
16888,,Nonomys,,Subsumus,Priabonian,35.7,35.6
16888,aff.,Pseudocylindrodon,,Pseudocylindrodon,Priabonian,35.7,35.6
16888,,Pseudocylindrodon,,Jaywilsonomys,Priabonian,35.7,35.6
16894,,Pseudocylindrodon,,,Priabonian,35.7,35.6
16894,,Ischyromys,,Titanotheriomys,Priabonian,35.7,35.6
16894,,Meliakrouniomys,,Eomyidae,Priabonian,36.3,36.2
16898,,Cylindrodon,,Cylindrodon,Priabonian,36.3,36.2
16901,?,Ischyromys,?,Titanotheriomys,Priabonian,36.3,36.2
16902,,Ischyromys,,Titanotheriomys,Priabonian,36.3,36.2
16902,,Cylindrodon,,Cylindrodon,Priabonian,36.3,36.2
16908,,Ischyromys,,Titanotheriomys,Priabonian,36.3,36.2
16908,,Cylindrodon,,Cylindrodon,Priabonian,36.3,36.2
16917,,Ischyromys,,,Priabonian,36.3,36.2
16917,,Prosciurus,,,Priabonian,36.9,36.9
16917,,Pseudocylindrodon,,,Priabonian,36.9,36.9
16917,,Adjidaumo,,,Priabonian,36.9,36.9
16917,,Adjidaumo,,,Priabonian,36.9,36.9
16917,,Centimanomys,,,Priabonian,36.9,36.9
16917,,Paradjidaumo,,,Priabonian,36.9,36.9
16917,,Douglassciurus,,Protosciurus,Priabonian,36.9,36.9
16917,,Cylindrodon,,Cylindrodon,Priabonian,36.9,36.9
16917,,Zemiodontomys,,Yoderimys,Priabonian,34.7,34.7
16919,,Leptotomus,,,Priabonian,34.7,34.7
16919,,Ischyromys,,,Priabonian,34.7,34.7
16919,,Pseudocylindrodon,,,Priabonian,34.7,34.7
16919,,Cylindrodon,,,Priabonian,34.7,34.7
16919,,Ardynomys,,,Priabonian,34.7,34.7
16919,,Prosciurus,,,Priabonian,34.7,34.7
16919,,Eutypomys,,,Priabonian,34.7,34.7
16919,,Yoderimys,,,Priabonian,34.7,34.7
16919,,Cupressimus,,,Priabonian,38.1,37.4
16919,,Paradjidaumo,,,Priabonian,37.5,34.7
16919,,Aulolithomys,,,Priabonian,37.4,37.4
16919,,Adjidaumo,,,Priabonian,37.4,37.4
16919,,Heliscomys,,,Priabonian,36.3,36.2
16919,,Douglassciurus,?,Protosciurus,Priabonian,35.9,35.9
16920,?,Pseudocylindrodon,,,Priabonian,35.9,35.9
16920,?,Cedromus,,,Priabonian,35.9,35.9
16920,,Ischyromys,,Titanotheriomys,Priabonian,35.9,35.9
16920,,Cylindrodon,,Cylindrodon,Priabonian,35.9,35.9
16922,,Ischyromys,,,Priabonian,35.9,35.9
16922,,Cylindrodon,,Cylindrodon,Priabonian,35.9,35.9
16924,,Ischyromys,,Ischyromys,Priabonian,37,36.9
16924,,Ischyromys,,Titanotheriomys,Priabonian,37,36.9
16924,,Paradjidaumo,,Paradjidaumo,Priabonian,37,36.9
16925,,Eumys,,Eumys,Priabonian,37,36.9
16927,,Ischyromys,,,Priabonian,37,36.9
16928,,Ischyromys,,,Priabonian,37,36.9
16928,,Pseudocylindrodon,,,Priabonian,37.9,37.8
16928,,Cylindrodon,,,Priabonian,37.9,37.8
16928,,Prosciurus,,,Priabonian,37.9,37.8
16928,,Meliakrouniomys,,,Priabonian,37.9,37.8
16929,,Cylindrodon,,Cylindrodon,Priabonian,35.3,35.1
16929,,Ischyromys,,Ischyromys,Priabonian,35.3,35.1
16929,,Ischyromys,,Titanotheriomys,Priabonian,35.3,35.1
16930,,Ischyromys,,,Priabonian,37.9,32.8
16930,,Pseudocylindrodon,,,Priabonian,37.7,37.6
16930,,Adjidaumo,,,Priabonian,37.7,37.6
16930,,Aulolithomys,,,Priabonian,37.7,37.6
16930,,Paradjidaumo,,,Priabonian,37.7,37.6
16930,,Heliscomys,,,Priabonian,37.7,37.6
16930,,Pipestoneomys,,,Priabonian,37.7,37.6
16930,,Cylindrodon,,Cylindrodon,Priabonian,37.7,37.6
16930,,Zemiodontomys,,Yoderimys,Priabonian,37.7,37.6
16931,,Pseudocylindrodon,,,Priabonian,37.7,37.6
16934,,Pseudocylindrodon,,,Priabonian,35.9,35.8
16934,,Ardynomys,,,Priabonian,35.9,35.8
16935,,Ischyromys,,,Priabonian,35.9,35.8
16935,,Ischyromys,,Titanotheriomys,Priabonian,35.9,35.8
16938,,Adjidaumo,,,Priabonian,35.9,35.8
16939,,Eutypomys,,,Priabonian,35.9,35.8
16940,?,Leptotomus,,,Priabonian,35.9,35.8
16940,,Ischyromys,,,Priabonian,35.9,35.8
16940,,Prosciurus,,,Priabonian,35.9,35.8
16940,,Pseudocylindrodon,,,Priabonian,37.5,37.5
16940,,Adjidaumo,,,Priabonian,37.5,37.5
16941,,Prosciurus,,,Priabonian,37.5,37.5
16941,,Oligospermophilus,,,Priabonian,37.5,37.5
16941,,Adjidaumo,,,Priabonian,37.5,37.5
16941,,Adjidaumo,,,Priabonian,37.5,37.5
16941,,Aulolithomys,,,Priabonian,37.5,37.5
16941,,Paradjidaumo,,,Priabonian,37.5,37.5
16941,,Heliscomys,,,Priabonian,37.5,37.5
16942,,Ischyromys,,Titanotheriomys,Priabonian,37.5,37.5
16943,,Ischyromys,,Ischyromys,Priabonian,37.5,37.5
16946,?,Ischyromys,?,Titanotheriomys,Priabonian,37.5,37.5
16946,,Paradjidaumo,,Paradjidaumo,Priabonian,37.5,37.5
16949,,Paradjidaumo,,,Priabonian,37.5,37.5
16949,,Ischyromys,,,Priabonian,37.5,37.5
16952,,Paradjidaumo,,,Priabonian,37.5,37.5
16952,,Ischyromys,,,Priabonian,38.6,38.6
16952,,Cylindrodon,,Cylindrodon,Priabonian,38.6,38.6
16955,,Ischyromys,,,Priabonian,38.6,38.6
16959,,Ischyromys,,,Priabonian,37.1,37.1
16959,,Ischyromys,,,Priabonian,37.1,37.1
16959,,Cylindrodon,,,Priabonian,37.1,37.1
16959,,Eutypomys,,,Priabonian,37.1,37.1
16959,,Namatomys,,,Priabonian,37.1,37.1
16959,,Paradjidaumo,,,Priabonian,37.1,37.1
16960,,Prosciurus,,,Priabonian,37.9,36
16960,,Adjidaumo,,,Priabonian,37.9,36
16960,,Namatomys,,,Priabonian,36,35.8
16960,,Yoderimys,,,Priabonian,36,35.8
16960,,Litoyoderimys,,,Priabonian,36.8,36.7
16960,,Heliscomys,,,Priabonian,36.8,36.7
16960,,Paramys,,,Priabonian,36.8,36.7
16960,,Ischyromys,,Titanotheriomys,Priabonian,36.3,35.6
16960,,Cylindrodon,,Cylindrodon,Priabonian,36.3,35.6
16960,,Adjidaumo,,Protadjidaumo,Priabonian,37,36.9
16961,?,Pauromys,,,Priabonian,37.5,37.1
16961,,Ischyromys,,Ischyromys,Priabonian,37.5,37.1
16961,,Cylindrodon,,Cylindrodon,Priabonian,37.5,37.1
16961,,Douglassciurus,,Protosciurus,Priabonian,37.5,37.1
16961,,Adjidaumo,,Adjidaumo,Priabonian,37.5,37.1
16961,,Paradjidaumo,,Paradjidaumo,Priabonian,37.5,37.1
16961,,Aulolithomys,,Aulolithomys,Priabonian,37.5,37.1
16961,,Namatomys,?,Namatomys,Priabonian,37.5,37.1
16961,,Adjidaumo,,Protadjidaumo,Priabonian,37.5,37.1
16961,,Zemiodontomys,cf.,Yoderimys,Priabonian,37.9,37.8
16961,,Heliscomys,,Heliscomys,Priabonian,37.9,37.8
16962,,Cylindrodon,,,Priabonian,37.9,37.8
16962,,Prosciurus,,,Priabonian,37.9,37.8
16962,,Namatomys,,,Priabonian,37.9,37.8
16962,,Ischyromys,,Titanotheriomys,Priabonian,37.9,37.8
16962,,Douglassciurus,?,Protosciurus,Priabonian,37.9,37.8
16963,,Prosciurus,,,Priabonian,37.9,37.8
16963,,Adjidaumo,,,Priabonian,34.9,34.8
16963,,Paradjidaumo,,,Priabonian,34.9,34.8
16963,,Aulolithomys,,,Priabonian,36.7,36.7
16963,,Namatomys,,,Priabonian,36.7,36.7
16963,,Nonomys,,,Priabonian,36.7,36.7
16963,,Ischyromys,,Titanotheriomys,Priabonian,33.7,33.7
16963,,Cylindrodon,,Cylindrodon,Priabonian,36.1,36
16963,,Cylindrodon,,Cylindrodon,Priabonian,36.1,36
16963,,Douglassciurus,?,Protosciurus,Priabonian,33.2,33.1
16963,,Heliscomys,,Heliscomys,Priabonian,33.2,33.2
16964,,Agnotocastor,,,Priabonian,34.3,31.5
16964,,Meliakrouniomys,,,Priabonian,34.3,31.5
16964,,Ischyromys,,Titanotheriomys,Priabonian,34.3,31.5
16964,,Cylindrodon,,Cylindrodon,Priabonian,34.3,32.8
16964,,Douglassciurus,?,Protosciurus,Priabonian,34.3,32.8
16965,,Cylindrodon,,,Priabonian,33.3,33.3
16965,,Ischyromys,,Titanotheriomys,Priabonian,33.3,33.3
16966,,Cylindrodon,,,Priabonian,33.3,33.3
16966,,Ischyromys,,Titanotheriomys,Priabonian,33.3,33.3
16977,,Pelycomys,,,Priabonian,33.3,33.3
16977,,Adjidaumo,,,Priabonian,33.3,33.3
16977,,Paradjidaumo,,,Priabonian,33.3,33.3
16977,,Centimanomys,,,Priabonian,33.3,33.3
16977,,Centimanomys,,,Priabonian,33.3,33.3
16977,,Eumys,,,Priabonian,33.3,33.3
16977,,Pseudocylindrodon,,Pseudocylindrodon,Priabonian,33.3,33.3
16977,,Cylindrodon,,Cylindrodon,Priabonian,33.3,33.3
16977,,Ischyromys,,Ischyromys,Priabonian,33.3,33.3
16977,,Ischyromys,,Titanotheriomys,Priabonian,33.3,33.3
16979,,Pseudocylindrodon,,,Priabonian,33.3,33.3
16979,,Cylindrodon,,,Priabonian,33.3,33.3
16979,,Prosciurus,,,Priabonian,33.3,33.3
16979,,Eumys,,,Priabonian,33.3,33.3
16979,,Paradjidaumo,,,Priabonian,33.3,33.3
16979,,Aulolithomys,,,Priabonian,33.3,33.3
16979,,Heliscomys,,,Priabonian,33.3,33.3
16979,,Douglassciurus,?,Protosciurus,Priabonian,33.3,33.3
16981,,Prosciurus,,,Priabonian,33.4,32.8
16981,,Pseudocylindrodon,,,Priabonian,33.4,32.8
16981,,Namatomys,,,Priabonian,35.3,33.2
16981,,Centimanomys,,,Priabonian,33.6,33.6
16981,,Paradjidaumo,,,Priabonian,33.6,33.6
16981,,Adjidaumo,,,Priabonian,33.6,33.6
16981,,Heliscomys,,,Priabonian,33.6,33.6
16981,,Eumys,,,Priabonian,33.6,33.6
16981,,Douglassciurus,?,Protosciurus,Priabonian,33.6,33.6
16982,,Adjidaumo,,Protadjidaumo,Priabonian,33.6,33.6
16983,,Pseudocylindrodon,,Pseudocylindrodon,Priabonian,33.6,33.6
16984,,Paradjidaumo,,,Priabonian,33.6,33.6
16984,,Adjidaumo,,Protadjidaumo,Priabonian,33.6,33.6
16986,,Ischyromys,,,Priabonian,33.6,33.6
16988,,Ischyromys,,,Priabonian,33.6,33.6
16988,,Cylindrodon,,,Priabonian,33.6,33.6
16988,,Prosciurus,,,Priabonian,33.5,33.5
16988,,Paradjidaumo,,,Priabonian,35.1,35.1
16988,,Aulolithomys,,,Priabonian,35.1,35.1
16988,,Pipestoneomys,,,Priabonian,35.1,35.1
16988,,Ischyromys,,Ischyromys,Priabonian,35.1,35.1
16988,,Adjidaumo,,Adjidaumo,Priabonian,35.1,35.1
16990,,Pseudocylindrodon,,,Priabonian,35.1,35.1
16990,,Ardynomys,,,Priabonian,34.1,33.4
16990,,Ischyromys,,,Priabonian,34.1,33.4
16990,,Paradjidaumo,,,Priabonian,35.1,33.1
16990,,Paradjidaumo,,,Priabonian,35.1,33.1
16990,,Heliscomys,,,Priabonian,33.6,33.5
16990,,Cylindrodon,,Cylindrodon,Priabonian,33.6,33.5
16991,,Cylindrodon,,,Priabonian,33.6,33.5
16991,,Centimanomys,,,Priabonian,35.1,33.2
16991,,Paradjidaumo,,,Priabonian,35.1,33.2
16991,,Paradjidaumo,,,Priabonian,35.1,33.2
16991,,Yoderimys,,,Priabonian,35.3,33.4
17007,,Adjidaumo,,,Priabonian,33.8,33.7
17007,,Eutypomys,,,Priabonian,33.8,33.7
17007,,Paradjidaumo,,Paradjidaumo,Priabonian,33.8,33.7
17008,,Paradjidaumo,,Paradjidaumo,,33.8,33.7
17009,,Ischyromys,,,Priabonian,33.8,33.2
17009,,Pseudocylindrodon,,,Priabonian,33.8,33.2
17009,,Spurimus,,,Priabonian,33.8,33.2
17009,,Prosciurus,,,Priabonian,33,32.9
17009,,Prosciurus,,,Priabonian,33,32.9
17009,,Heliscomys,,,Priabonian,33,32.9
17009,,Pipestoneomys,,,Priabonian,33,32.9
17009,,Griphomys,,,Priabonian,33,32.9
17009,,Scottimus,,,Priabonian,33,32.9
17009,,Cylindrodon,,Cylindrodon,Priabonian,33,32.9
17010,,Ischyromys,,,Priabonian,33,32.9
17010,,Ischyromys,,,Priabonian,33,32.9
17010,,Pseudocylindrodon,,,Priabonian,33,32.9
17010,n. gen.,Cylindrodon,,,Priabonian,33,32.9
17010,,Prosciurus,,,Priabonian,34.3,34.3
17010,,Namatomys,,,Priabonian,34.3,34.3
17010,,Adjidaumo,,,Priabonian,33.7,33.6
17010,,Aulolithomys,,,Priabonian,33.7,33.6
17010,,Heliscomys,,,Priabonian,33.7,33.6
17010,,Douglassciurus,,Protosciurus,Priabonian,33.7,33.6
17014,,Leptotomus,,,Priabonian,33.7,33.6
17014,,Ischyromys,,,Priabonian,33.5,33.5
17014,,Ischyromys,,,Priabonian,33.5,33.5
17014,,Prosciurus,,,Priabonian,33.5,33.5
17014,,Pseudocylindrodon,,,Priabonian,35.9,33.2
17014,,Aulolithomys,,,Priabonian,33.4,33.4
17014,,Centimanomys,,,Priabonian,33.4,33.4
17014,,Namatomys,,,Priabonian,33.4,33.4
17014,,Adjidaumo,,,Priabonian,39.5,21.7
17014,,Adjidaumo,,,Priabonian,39.5,21.7
17014,,Paradjidaumo,,,Priabonian,34.5,33.6
17014,,Heliscomys,,,Priabonian,33.6,33.6
17014,,Meliakrouniomys,,,Priabonian,33.6,33.6
17014,,Agnotocastor,,,Priabonian,33.6,33.6
17014,,Pipestoneomys,,,Priabonian,33.6,33.6
17014,?,Simimys,,,Priabonian,33.2,33.2
17014,,Cylindrodon,,Cylindrodon,Priabonian,33.2,33.2
17014,,Paranamatomys,,Cupressimus,Priabonian,33.2,33.2
17015,,Mytonomys,,,Priabonian,33.2,33.2
17015,,Jaywilsonomys,,,Priabonian,33.8,33.8
17015,,Pseudocylindrodon,,,Priabonian,34.5,34.4
17016,,Pseudocylindrodon,,,Priabonian,34.5,34.4
17016,,Ardynomys,,,Priabonian,33.3,33.3
17016,,Aulolithomys,,,Priabonian,33.4,33.4
17016,,Eutypomys,,,Priabonian,33.9,33.4
17016,,Pseudotomus,,Manitsha,Priabonian,33.9,33.4
17016,,Cylindrodon,,Cylindrodon,Priabonian,33.4,33.4
17020,,Cylindrodon,,,Priabonian,33.4,33.4
17020,,Adjidaumo,,,Priabonian,33.4,33.4
17027,,Paradjidaumo,,,Priabonian,33.4,33.4
17027,,Pipestoneomys,,,Priabonian,33.4,33.4
17028,,Ischyromys,,Ischyromys,Priabonian,33.4,33.4
17028,,Ischyromys,,Ischyromys,Priabonian,33.4,33.4
17028,,Ischyromys,,Titanotheriomys,Priabonian,33.4,33.2
17028,,Cylindrodon,,Cylindrodon,Priabonian,33.4,33.2
17028,,Eutypomys,,Eutypomys,Priabonian,35.3,33.4
17031,,Cylindrodon,,,Priabonian,35.1,33.2
17031,,Ischyromys,,,Priabonian,35.1,33.2
17032,,Jaywilsonomys,,,Priabonian,35.1,33.2
17033,,Ischyromys,,,Priabonian,33.5,33.4
17033,,Prosciurus,,,Priabonian,33.5,33.4
17033,,Pseudocylindrodon,,,Priabonian,33.5,33.4
17033,,Adjidaumo,,,Priabonian,33.5,33.4
17033,,Adjidaumo,,,Priabonian,33.1,33.1
17033,,Aulolithomys,,,Priabonian,33.1,33.1
17033,,Paradjidaumo,,,Priabonian,36.8,0
17033,,Agnotocastor,,,Priabonian,36.8,33
17033,,Cylindrodon,,Cylindrodon,Priabonian,33.1,33
17033,,Zemiodontomys,,Yoderimys,Priabonian,33.1,33
17039,,Ischyromys,,,Bartonian,33.1,33
17039,cf.,Metanoiamys,,,Bartonian,33.1,33
17039,,Protadjidaumo,,,Bartonian,33.1,33
17039,cf.,Paradjidaumo,,,Bartonian,33.1,33
17039,cf.,Griphomys,,,Bartonian,33.1,33
17039,,Heliscomys,,,Bartonian,33.1,33
17039,,Nonomys,,Nonomys,Bartonian,32.4,32.3
17041,,Ischyromys,,,Priabonian,32.4,32.3
17041,,Ischyromys,,,Priabonian,32.4,32.3
17041,,Paradjidaumo,,,Priabonian,32.4,32.3
17045,,Adjidaumo,,,Priabonian,32.4,32.3
17045,,Yoderimys,,,Priabonian,32.4,32.3
17045,,Paradjidaumo,,Paradjidaumo,Priabonian,32.4,32.3
17055,,Eumys,,,Rupelian,32.4,32.3
17059,,Prosciurus,,,Rupelian,32.4,32.3
17059,,Cedromus,,Prosciurus,Rupelian,32.4,32.3
17061,,Eumys,,,Rupelian,32.4,32.3
17062,,Ischyromys,,,Rupelian,32.4,32.3
17074,,Prosciurus,,,Rupelian,18,17.5
17074,,Paradjidaumo,,,Rupelian,36.3,32.3
17074,,Eumys,,Eumys,Rupelian,36.3,32.3
17075,,Paradjidaumo,,Paradjidaumo,Rupelian,36.3,32.3
17075,,Scottimus,,Eumys,Rupelian,36.3,32.3
17081,,Prosciurus,,,Rupelian,36.3,32.3
17081,,Ischyromys,,,Rupelian,36.3,32.3
17081,,Paradjidaumo,,,Rupelian,36.3,32.3
17081,,Eumys,,,Rupelian,36.3,32.3
17081,,Cedromus,,,Rupelian,35.9,33.9
17081,,Adjidaumo,,,Rupelian,34.1,33.4
17081,,Heliscomys,,,Rupelian,33.2,32.8
17081,,Agnotocastor,,,Rupelian,34.1,33.4
17081,,Ecclesimus,,,Rupelian,33.4,33.4
17081,,Wilsoneumys,,,Rupelian,33.4,33.4
17081,,Scottimus,,Eumys,Rupelian,33.4,33.4
17081,?,Ischyromys,?,Titanotheriomys,Rupelian,33.2,32.9
17082,,Prosciurus,,,Rupelian,33.2,32.9
17082,,Ischyromys,,,Rupelian,33.2,32.9
17082,,Paradjidaumo,,,Rupelian,33.4,33.2
17082,,Eumys,,,Rupelian,33.4,33.2
17082,,Cedromus,,,Rupelian,33.2,32.9
17082,,Pelycomys,,,Rupelian,33.2,32.9
17082,,Diplolophus,,,Rupelian,33.2,32.9
17082,,Scottimus,,Eumys,Rupelian,33,32.8
17082,,Ecclesimus,,Heliscomys,Rupelian,33.2,33.2
17083,,Eumys,,,Rupelian,33.2,33.2
17083,,Cedromus,,,Rupelian,33.2,33.2
17086,,Diplolophus,,,Rupelian,33,32.9
17086,,Ischyromys,,Ischyromys,Rupelian,33,32.9
17089,,Ischyromys,,Rodentia,Rupelian,33,32.9
17090,,Ischyromys,,,Rupelian,33,32.9
17090,,Pseudocylindrodon,,,Rupelian,33,32.8
17090,,Pelycomys,,,Rupelian,33,32.8
17090,,Prosciurus,,,Rupelian,33.2,32.8
17090,?,Prosciurus,,,Rupelian,34.1,33.4
17090,?,Sespemys,,,Rupelian,33.4,33.2
17090,,Agnotocastor,,,Rupelian,33.9,33.9
17090,,Adjidaumo,,,Rupelian,33.9,33.9
17090,,Metadjidaumo,,,Rupelian,34.1,33.4
17090,,Paradjidaumo,,,Rupelian,34.1,33.4
17090,,Heliscomys,,,Rupelian,34.1,33.4
17090,,Heliscomys,,,Rupelian,33.4,33.2
17090,,Scottimus,,,Rupelian,33.4,33.2
17090,,Scottimus,,,Rupelian,33.2,32.8
17090,,Eumys,,,Rupelian,36.1,36
17090,,Eumys,,,Rupelian,34.1,33.9
17090,,Eumys,,,Rupelian,34.1,33.9
17090,,Wilsoneumys,,,Rupelian,34.1,33.9
17092,,Oligotheriomys,,,Rupelian,32.9,32.8
17094,,Prosciurus,,,Rupelian,32.9,32.8
17094,,Ischyromys,,,Rupelian,32.9,32.8
17094,,Eutypomys,,,Rupelian,32.9,32.8
17094,,Adjidaumo,,,Rupelian,32.9,32.8
17094,,Paradjidaumo,,,Rupelian,32.9,32.8
17094,,Eumys,,,Rupelian,32.9,32.8
17098,,Paradjidaumo,,,Rupelian,32.9,32.8
17098,,Ischyromys,,Ischyromys,Rupelian,32.9,32.8
17100,,Eumys,,,Rupelian,32.9,32.8
17100,,Ischyromys,,,Rupelian,33,32.8
17101,,Ischyromys,,,Rupelian,34.1,33.4
17101,,Agnotocastor,,,Rupelian,33.2,32.8
17101,,Oligotheriomys,,,Rupelian,33.2,32.8
17102,,Prosciurus,,,Rupelian,32.8,32.8
17102,,Ischyromys,,,Rupelian,32.8,32.8
17102,,Eumys,,,Rupelian,32.8,32.8
17103,,Ischyromys,,,Rupelian,32.8,32.8
17104,,Scottimus,,,Rupelian,32.8,32.8
17104,,Ischyromys,,Ischyromys,Rupelian,32.8,32.8
17105,,Scottimus,,,Rupelian,32.8,32.8
17105,,Ischyromys,,Ischyromys,Rupelian,32.8,32.8
17106,,Scottimus,,,Rupelian,32.8,32.8
17106,,Eumys,,,Rupelian,32.8,32.8
17106,,Ischyromys,,Ischyromys,Rupelian,33.6,33.4
17108,,Ischyromys,,,Rupelian,33.2,32.8
17108,,Prosciurus,,,Rupelian,34.1,33.4
17108,,Cedromus,,,Rupelian,33.4,33.2
17108,,Epeiromys,,,Rupelian,33.2,32.8
17108,,Adjidaumo,,,Rupelian,34.1,34
17108,,Paradjidaumo,,,Rupelian,34.1,33.4
17108,,Diplolophus,,,Rupelian,33.2,32.8
17108,,Heliscomys,,,Rupelian,34.1,34
17108,cf.,Heliscomys,,,Rupelian,33.2,32.8
17108,,Eumys,,,Rupelian,33.2,32.8
17108,,Scottimus,,,Rupelian,33.9,33.4
17108,,Wilsoneumys,,,Rupelian,33.4,33.4
17109,,Prosciurus,,,Rupelian,33.4,33.4
17109,,Eumys,,Eumys,Rupelian,33.4,33.4
17111,,Prosciurus,,,Rupelian,33.4,33.4
17111,,Eumys,,,Rupelian,33.2,32.9
17111,,Paradjidaumo,,,Rupelian,33,32.8
17111,,Adjidaumo,,,Rupelian,34.1,34
17111,,Oligotheriomys,,Eutypomys,Rupelian,34.1,33.4
17115,,Eumys,,,Rupelian,34.1,33.4
17115,,Eumys,,,Rupelian,33,32.9
17115,,Ischyromys,,Ischyromys,Rupelian,33,32.9
17115,,Oligotheriomys,,Eutypomys,Rupelian,33.2,33.2
17128,,Eutypomys,,,Rupelian,33.4,33.4
17133,,Ischyromys,,,Rupelian,33.4,33.4
17135,,Adjidaumo,,,Rupelian,33.2,33.2
17135,,Agnotocastor,,,Rupelian,33.2,33.2
17136,n. gen.,Manitsha,,,Rupelian,33.2,33.2
17136,?,Ischyromys,,,Rupelian,33.2,33.2
17137,,Eumys,,,Rupelian,30.5,30.4
17138,,Prosciurus,,,Rupelian,30.5,30.4
17138,,Adjidaumo,,,Rupelian,30.5,30.4
17138,,Heliscomys,,,Rupelian,32.9,32.9
17138,,Eumys,,,Rupelian,32.9,32.9
17150,,Prosciurus,,,Rupelian,32.9,32.9
17150,,Apletotomeus,,,Rupelian,32.9,32.9
17150,,Eumys,,,Rupelian,32.9,32.9
17150,,Ischyromys,,Ischyromys,Rupelian,32.9,32.9
17150,,Eumys,,Cricetodon,Rupelian,32.9,32.9
17153,,Ischyromys,,,Rupelian,32.9,32.9
17154,,Prosciurus,,,Rupelian,32.9,32.9
17154,,Eumys,,Eumys,Rupelian,32.9,32.9
17159,,Paradjidaumo,,,Rupelian,32.9,32.9
17160,,Oligospermophilus,?,Protosciurus,Rupelian,33.7,31.4
17162,,Eutypomys,,,Rupelian,33.7,31.4
17162,,Ischyromys,,Ischyromys,Rupelian,33.7,31.4
17164,,Ischyromys,,,Rupelian,29.5,28.9
17164,,Agnotocastor,,,Rupelian,36.4,33.4
17164,,Eutypomys,,,Rupelian,31.3,31.2
17164,,Paradjidaumo,,,Rupelian,33.6,27.9
17164,,Adjidaumo,,,Rupelian,32.2,32.1
17164,,Heliscomys,,,Rupelian,33.1,33.1
17164,,Eumys,,,Rupelian,33.1,33.1
17165,,Ischyromys,,,Rupelian,33.1,33.1
17165,,Heliscomys,,,Rupelian,33.1,33.1
17168,,Eutypomys,,,Rupelian,33.1,33.1
17173,,Prosciurus,,,Rupelian,33.1,33.1
17173,,Ischyromys,,,Rupelian,33,33
17173,,Eumys,,,Rupelian,33,33
17174,,Prosciurus,,,Rupelian,33,33
17174,,Ischyromys,,,Rupelian,32.4,32.3
17174,,Eutypomys,,,Rupelian,32.4,32.3
17174,,Eumys,,,Rupelian,32.4,32.3
17179,,Ischyromys,,Ischyromys,Rupelian,32.4,32.3
17179,,Scottimus,,Eumys,Rupelian,28.8,28.7
17182,,Ischyromys,,,Rupelian,33.1,33
17186,,Ischyromys,,Ischyromys,Rupelian,33.1,33
17187,,Adjidaumo,,,Rupelian,33.1,33
17187,,Eumys,,,Rupelian,33.1,33
17187,,Paradjidaumo,,,Rupelian,33.1,28.9
17187,,Scottimus,,,Rupelian,33.1,27.7
17187,,Ischyromys,,Ischyromys,Rupelian,31.8,31.8
17188,,Eumys,,,Rupelian,31.8,31.8
17188,,Scottimus,,,Rupelian,31.8,31.8
17188,,Ischyromys,,Ischyromys,Rupelian,31.8,31.8
17189,,Adjidaumo,,,Rupelian,31.8,31.8
17189,,Eumys,,,Rupelian,31.4,31.4
17189,,Leptoromys,,,Rupelian,31.4,31.4
17189,,Paradjidaumo,,,Rupelian,31.4,31.4
17189,,Pelycomys,,,Rupelian,31.4,31.4
17189,,Haplomys,,,Rupelian,31.4,31.4
17189,,Heliscomys,,Heliscomys,Rupelian,37.7,31.4
17189,,Ischyromys,,Ischyromys,Rupelian,32.2,32.1
17190,,Eumys,,,Rupelian,32.2,32.1
17190,,Paradjidaumo,,,Rupelian,32.2,32.1
17190,,Ischyromys,,Ischyromys,Rupelian,32.2,32.1
17190,,Dakotallomys,,Dakotamys,Rupelian,32.2,32.1
17191,,Ansomys,,Pseudallomys,Rupelian,32.2,32.1
17198,,Pelycomys,,,Rupelian,32.2,32.1
17198,,Ischyromys,,,Rupelian,32.2,32.1
17198,,Adjidaumo,,,Rupelian,32.2,32.1
17198,,Paradjidaumo,,,Rupelian,32.2,28.4
17198,,Heliscomys,,,Rupelian,31.8,31.8
17198,,Agnotocastor,,,Rupelian,31.8,31.8
17198,,Eumys,,,Rupelian,31.8,31.4
17198,,Scottimus,,,Rupelian,31.8,31.4
17202,,Adjidaumo,,,Rupelian,31.7,31.1
17202,,Adjidaumo,,,Rupelian,32.8,31.1
